# frame_id timetamp state tx ty tz qx qy qz qw
54 5.598233 2 -0.1196915 -0.01918416 2.034621 0.001823265 -0.03789004 -0.002349575 0.9992775
55 5.701829 2 -0.1224739 -0.02003186 2.075403 -0.0001247031 -0.03827966 -0.001420675 0.999266
56 5.805571 2 -0.1267095 -0.02056381 2.116512 -0.001720506 -0.03774055 -0.001076031 0.9992855
57 5.909185 2 -0.1299789 -0.02105391 2.156163 -0.002311229 -0.03773632 5.907652e-05 0.999285
58 6.012921 2 -0.1326701 -0.02119688 2.196453 -0.001593695 -0.03758203 0.001477591 0.9992912
59 6.116541 2 -0.1351709 -0.02104357 2.234966 -0.0006599 -0.03798723 0.002738971 0.9992743
60 6.220278 2 -0.1378746 -0.0217157 2.274201 -0.001291617 -0.03845821 0.00336172 0.9992537
61 6.323895 2 -0.1412815 -0.02157004 2.313537 -0.003030571 -0.03879335 0.004711428 0.9992316
62 6.427659 2 -0.1437625 -0.02219592 2.351856 -0.005906259 -0.03932583 0.005483502 0.999194
63 6.531383 2 -0.1472231 -0.02229325 2.390383 -0.00688311 -0.03943887 0.004368967 0.9991887
64 6.634992 2 -0.1506886 -0.0227256 2.429112 -0.004958156 -0.04030377 0.00366693 0.9991685
65 6.738741 2 -0.1539935 -0.02299737 2.466797 -0.001116855 -0.04091812 0.003013562 0.9991573
66 6.842350 2 -0.1567538 -0.02371819 2.502986 0.001263343 -0.04141473 0.001848553 0.9991395
67 6.945963 2 -0.1602782 -0.02421816 2.540086 0.001070929 -0.04191507 -0.0006301987 0.9991204
68 7.049705 2 -0.163689 -0.02504681 2.576313 -0.0001170224 -0.04199035 -0.00227859 0.9991154
69 7.153323 2 -0.166874 -0.02588927 2.612391 -0.0008662823 -0.04268049 -0.003523631 0.9990822
70 7.256934 2 -0.1702639 -0.02614317 2.650552 -0.000789931 -0.04292107 -0.003672943 0.9990714
71 7.360549 2 -0.1733392 -0.0267725 2.685574 -0.001198145 -0.04374978 -0.00459989 0.9990312
72 7.464167 2 -0.1764457 -0.02710611 2.719259 -0.001267892 -0.04430178 -0.005355574 0.9990031
73 7.567786 2 -0.1796726 -0.02776621 2.753699 -0.001574126 -0.04503405 -0.005208998 0.9989706
74 7.671396 2 -0.1832419 -0.02805847 2.787046 -0.002090127 -0.04538216 -0.005478041 0.9989525
75 7.775144 2 -0.1869466 -0.02833912 2.820156 -0.003303544 -0.04583809 -0.006817082 0.9989201
76 7.878754 2 -0.1898868 -0.02824144 2.85219 -0.005312101 -0.0466725 -0.006771759 0.9988732
77 7.982493 2 -0.1931031 -0.0285769 2.883911 -0.006149858 -0.04754603 -0.008416411 0.9988146
78 8.086111 2 -0.1957083 -0.02868638 2.914892 -0.003965627 -0.04848204 -0.009678849 0.9987693
79 8.189849 2 -0.1989423 -0.02920287 2.944613 -0.000401357 -0.04892992 -0.009879534 0.9987532
80 8.293470 2 -0.2019708 -0.02967808 2.974791 0.002514232 -0.04997543 -0.009568718 0.9987015
81 8.397102 2 -0.2050776 -0.0300622 3.002975 0.003148259 -0.05005293 -0.01011723 0.9986904
82 8.500847 2 -0.2081083 -0.03058441 3.030889 0.001435642 -0.05052843 -0.01114284 0.9986594
83 8.604438 2 -0.2113231 -0.0315037 3.057447 0.0001109016 -0.0508126 -0.01140324 0.9986431
84 8.708175 2 -0.2136748 -0.03208836 3.083238 0.001645048 -0.05148279 -0.009797971 0.9986244
85 8.811795 2 -0.2167886 -0.03221394 3.11143 0.004026216 -0.05100271 -0.00605228 0.9986721
86 8.915403 2 -0.218742 -0.03241946 3.136093 0.006515967 -0.05051373 -0.004284265 0.9986929
87 9.019162 2 -0.221168 -0.03270333 3.159933 0.00691793 -0.04893614 -0.005573573 0.9987624
88 9.122890 2 -0.2243441 -0.0333478 3.18244 0.005483446 -0.0464554 -0.0078224 0.9988747
89 9.226512 2 -0.2261349 -0.03358525 3.205171 0.004032314 -0.04412924 -0.006831223 0.9989944
90 9.330247 2 -0.2279207 -0.03419226 3.226204 0.001743527 -0.04108354 -0.004974981 0.9991418
91 9.433986 2 -0.2287033 -0.03451123 3.24769 -8.600755e-06 -0.03714724 -0.002707986 0.9993061
92 9.537749 2 -0.2298844 -0.03518897 3.268269 -4.452234e-05 -0.03186741 -0.004521588 0.9994819
93 9.641587 2 -0.2313756 -0.03605656 3.288639 -2.927208e-05 -0.02399456 -0.0071111 0.9996868
94 9.745342 2 -0.2312817 -0.03625631 3.308004 -0.0001587598 -0.01523034 -0.009582677 0.9998381
95 9.849229 2 -0.2308434 -0.03648373 3.327208 -0.0005329899 -0.004146082 -0.008804508 0.9999525
96 9.953059 2 -0.2299256 -0.03666456 3.345802 -0.0009828506 0.00914745 -0.007137816 0.9999322
97 10.056930 2 -0.2282647 -0.03701871 3.363441 -0.001810882 0.02396755 -0.006558197 0.9996896
98 10.160830 2 -0.2257858 -0.03718206 3.381921 -0.002430293 0.04031908 -0.006380887 0.9991635
99 10.264660 2 -0.2231092 -0.03762726 3.398747 -0.002907024 0.05932523 -0.006605097 0.9982126
100 10.368670 2 -0.2194669 -0.03739575 3.41644 -0.00263162 0.08022439 -0.006825249 0.99675
101 10.472640 2 -0.2148582 -0.03828746 3.432435 -0.003140713 0.1029549 -0.006635791 0.9946589
102 10.576630 2 -0.2101044 -0.03849592 3.447952 -0.002308618 0.1276923 -0.008012136 0.9917788
103 10.680620 2 -0.2041582 -0.03893722 3.461994 -0.001048141 0.1547871 -0.008218865 0.9879131
104 10.784610 2 -0.1971276 -0.0393418 3.476626 -9.756525e-05 0.1838476 -0.008012604 0.9829221
105 10.888750 2 -0.1896533 -0.03976512 3.489429 0.0004383895 0.2142458 -0.008463305 0.976743
106 10.992720 2 -0.181232 -0.04013759 3.501448 0.001128374 0.2455623 -0.008346968 0.9693442
107 11.096590 2 -0.1721404 -0.04056201 3.512804 0.002292667 0.2774633 -0.007196422 0.9607065
108 11.200570 2 -0.1618123 -0.04049572 3.523485 0.003308258 0.3087167 -0.007149929 0.9511214
109 11.304310 2 -0.1515769 -0.04096612 3.533545 0.002874818 0.3397454 -0.006611991 0.9404898
110 11.408180 2 -0.1397589 -0.04158387 3.542826 0.001464079 0.3692478 -0.0066571 0.929306
111 11.511920 2 -0.1280909 -0.0416416 3.551491 0.001625158 0.3987305 -0.006226148 0.9170456
112 11.615530 2 -0.1156068 -0.04197487 3.558949 0.002764917 0.4266081 -0.004906088 0.9044191
113 11.719270 2 -0.1027453 -0.04217284 3.566011 0.00444982 0.453265 -0.002881274 0.89136
114 11.822770 2 -0.08902144 -0.04247741 3.572359 0.004886998 0.4776536 -0.003769427 0.8785266
115 11.926380 2 -0.0757674 -0.04323445 3.578254 0.004051956 0.5016053 -0.0057357 0.8650681
116 12.030000 2 -0.06231499 -0.04401331 3.583816 0.004284826 0.5238103 -0.006496234 0.8517994
117 12.133610 2 -0.04823184 -0.0440754 3.58813 0.006403245 0.5436178 -0.00379738 0.8392999
118 12.237100 2 -0.03307259 -0.04391595 3.591635 0.009953883 0.5611855 0.003461625 0.827623
119 12.340600 2 -0.01827931 -0.04397976 3.595438 0.009956741 0.5768361 0.005696193 0.8167794
120 12.444110 2 -0.003549337 -0.0443899 3.599081 0.01036453 0.5907915 0.003855135 0.8067484
121 12.547670 2 0.01120192 -0.04539535 3.603097 0.008639402 0.6038864 -0.00197383 0.7970211
122 12.651070 2 0.02693856 -0.04625373 3.606687 0.008473892 0.6156281 -0.004770053 0.7879769
123 12.754690 2 0.04322863 -0.04686453 3.609657 0.009683226 0.6262109 -0.00506356 0.7795771
124 12.858060 2 0.0600459 -0.04720982 3.611865 0.01291558 0.6355307 -0.00332788 0.7719604
125 12.961670 2 0.07758772 -0.04712206 3.613863 0.01797374 0.6433888 -0.002947263 0.7653229
126 13.065200 2 0.09522712 -0.04721037 3.616466 0.02108495 0.6514258 -0.004494502 0.7584059
127 13.168770 2 0.1138672 -0.04813757 3.618748 0.01997882 0.6581376 -0.005672599 0.7526112
128 13.272350 2 0.1330813 -0.0490454 3.620655 0.01782353 0.6639523 -0.004780642 0.7475472
129 13.375880 2 0.1534159 -0.04986686 3.622051 0.01669192 0.6690248 -0.003609288 0.7430438
130 13.479500 2 0.1735044 -0.05063187 3.623155 0.01643662 0.6740413 -0.002076224 0.7385078
131 13.583110 2 0.1953701 -0.05125269 3.6247 0.01754266 0.6782925 -0.0003945841 0.7345825
132 13.686720 2 0.2176402 -0.05186498 3.625958 0.01891115 0.6820911 0.0002970611 0.7310227
133 13.790340 2 0.2404998 -0.05256804 3.626872 0.01979053 0.6847488 0.001215896 0.7285094
134 13.893950 2 0.2641785 -0.05340551 3.627983 0.02035341 0.6867756 0.001711875 0.7265825
135 13.997670 2 0.2892255 -0.05407297 3.629143 0.02116271 0.6886691 0.001546694 0.7247652
136 14.101300 2 0.3144432 -0.05489391 3.62981 0.02165033 0.690897 0.001746938 0.7226269
137 14.204920 2 0.340421 -0.05570273 3.630285 0.02265057 0.6922324 0.002714899 0.721314
138 14.308540 2 0.367621 -0.05653825 3.631185 0.0232936 0.6932495 0.003261335 0.7203138
139 14.412270 2 0.3946359 -0.05759244 3.632163 0.02320193 0.6945877 0.003510047 0.7190252
140 14.515890 2 0.4234163 -0.05823361 3.63302 0.02376372 0.6954176 0.004413517 0.7181993
141 14.619680 2 0.4522713 -0.05894021 3.633218 0.02523874 0.6955618 0.006030428 0.7179976
142 14.723260 2 0.4822485 -0.06011876 3.634283 0.02643241 0.6951471 0.007577517 0.7183415
143 14.826860 2 0.5126238 -0.06120189 3.63512 0.02705578 0.6942603 0.008183378 0.7191687
144 14.930480 2 0.543669 -0.06194854 3.636863 0.02797197 0.693107 0.008968075 0.7202359
145 15.034100 2 0.5762305 -0.06310879 3.638201 0.02794809 0.6914805 0.009369224 0.7217935
146 15.137840 2 0.6085096 -0.06416284 3.639559 0.02806483 0.6899956 0.01062065 0.7231912
147 15.241450 2 0.6418877 -0.06532968 3.64112 0.02751657 0.6884108 0.01118788 0.7247125
148 15.345080 2 0.6756022 -0.06641414 3.643206 0.0257031 0.686968 0.01099539 0.7261497
149 15.448810 2 0.7098414 -0.06736454 3.645537 0.02508219 0.6855178 0.01108022 0.7275392
150 15.552550 2 0.7449656 -0.06890787 3.648238 0.02446989 0.684012 0.009865722 0.7289935
151 15.656170 2 0.7798622 -0.07003168 3.65083 0.02524923 0.6828698 0.007705869 0.730063
152 15.759900 2 0.815134 -0.07166035 3.654161 0.02491238 0.6826503 0.003837177 0.7303103
153 15.863640 2 0.8502487 -0.07282533 3.656702 0.025032 0.6826363 0.001713066 0.7303274
154 15.967390 2 0.8856887 -0.07460783 3.659928 0.02384022 0.6827238 0.001146741 0.7302866
155 16.071020 2 0.9213389 -0.07594252 3.661482 0.02238544 0.6826099 0.0006437844 0.7304398
156 16.174740 2 0.9564036 -0.07755011 3.663996 0.02201335 0.682747 0.001321081 0.730322
157 16.278450 2 0.9919109 -0.07922348 3.665716 0.02074824 0.6824578 0.0004844009 0.7306303
158 16.382090 2 1.027022 -0.08071216 3.668266 0.02038574 0.682534 -0.0001699964 0.7305695
159 16.485710 2 1.061789 -0.08235232 3.671375 0.01956602 0.682677 -0.001328123 0.730457
160 16.589330 2 1.096412 -0.08397529 3.673914 0.01902921 0.6831529 -0.002816736 0.730022
161 16.693090 2 1.133153 -0.08540682 3.676652 0.01783621 0.6840535 -0.003814815 0.7292038
162 16.796680 2 1.167726 -0.08699019 3.679322 0.01632796 0.6857536 -0.004391357 0.7276374
163 16.900430 2 1.202686 -0.08835709 3.680702 0.01475035 0.6872921 -0.004253323 0.7262189
164 17.004190 2 1.23754 -0.08982252 3.682133 0.01314101 0.6894724 -0.004365742 0.7241796
165 17.107900 2 1.271929 -0.09159361 3.683779 0.01265986 0.6922423 -0.004675344 0.721539
166 17.211650 2 1.306299 -0.09282962 3.684409 0.01322749 0.6952161 -0.004793479 0.7186632
167 17.315390 2 1.340439 -0.09455517 3.685126 0.01293947 0.6988781 -0.005074664 0.7151057
168 17.419150 2 1.374823 -0.09561056 3.685537 0.0132409 0.7027222 -0.004337059 0.7113279
169 17.522870 2 1.410445 -0.09683758 3.685985 0.01258171 0.706504 -0.004719032 0.7075814
170 17.626480 2 1.446993 -0.09825464 3.685849 0.01294555 0.7104641 -0.00371287 0.7036046
171 17.730220 2 1.480665 -0.0995649 3.685303 0.01261075 0.7144133 -0.004150867 0.699598
172 17.833840 2 1.514802 -0.1006739 3.684333 0.01350421 0.7180685 -0.00363741 0.6958318
173 17.937460 2 1.548531 -0.1019096 3.682954 0.01366041 0.7217712 -0.004342793 0.6919833
174 18.041200 2 1.582578 -0.1033797 3.681445 0.01375693 0.7254001 -0.004836827 0.6881729
175 18.144820 2 1.615957 -0.1044597 3.680067 0.01431531 0.728844 -0.004874191 0.6845127
176 18.248550 2 1.65045 -0.1059715 3.677161 0.01485123 0.7319613 -0.004594222 0.6811689
177 18.352170 2 1.682321 -0.1071878 3.674755 0.01530451 0.735038 -0.004286574 0.6778396
178 18.455930 2 1.714219 -0.1080857 3.67264 0.01538352 0.7381951 -0.003891855 0.6744007
179 18.559570 2 1.749209 -0.1097791 3.66795 0.01568042 0.7404501 -0.002727537 0.6719229
180 18.663260 2 1.78069 -0.1108567 3.665647 0.01588869 0.7426102 -0.00135689 0.669534
181 18.766880 2 1.813058 -0.1119234 3.661601 0.01622518 0.7436166 0.0002892257 0.6684093
182 18.870490 2 1.844064 -0.1132754 3.65878 0.0166175 0.7446706 0.001828346 0.6672227
183 18.974110 2 1.876024 -0.1141397 3.654835 0.01643976 0.7451781 0.001958488 0.66666
184 19.077720 2 1.905794 -0.1153531 3.652022 0.01681508 0.7455537 0.002110622 0.66623
185 19.181410 2 1.935849 -0.1160243 3.64816 0.01771852 0.7450932 0.001947882 0.6667221
186 19.285020 2 1.963909 -0.1170088 3.6455 0.01868809 0.7442258 0.001828937 0.6676642
187 19.388680 2 1.991005 -0.1175025 3.642642 0.01905524 0.7422985 0.001362261 0.6697969
188 19.492240 2 2.017045 -0.1186993 3.640702 0.0191129 0.7396787 0.0009629337 0.672688
189 19.595800 2 2.041009 -0.1201565 3.638364 0.01875079 0.7358161 0.0006283325 0.6769214
190 19.699410 2 2.065637 -0.1213474 3.637347 0.01868364 0.7311962 0.0003871454 0.6819112
191 19.802910 2 2.088049 -0.1221274 3.636489 0.01870881 0.7253441 -0.0008184041 0.6881317
192 19.906520 2 2.111445 -0.1232909 3.636557 0.01927963 0.7180717 -0.002173225 0.6956987
193 20.010020 2 2.134759 -0.1242078 3.636585 0.02019671 0.7092145 -0.003763431 0.7046933
194 20.113500 2 2.157823 -0.1253772 3.637707 0.02033078 0.6991182 -0.005014144 0.7146994
195 20.217140 2 2.181113 -0.1266447 3.639641 0.01947187 0.6871444 -0.005580365 0.7262384
196 20.320610 2 2.204021 -0.1277717 3.642556 0.01842541 0.6731665 -0.005083936 0.7392439
197 20.424100 2 2.225166 -0.1293729 3.646822 0.01600183 0.6573715 -0.004505898 0.7533833
198 20.527470 2 2.247712 -0.1303721 3.651945 0.01376302 0.6399056 -0.003837112 0.7683207
199 20.630960 2 2.270062 -0.1312629 3.658138 0.01150029 0.6207159 -0.004230016 0.7839398
200 20.734440 2 2.291818 -0.1322415 3.665787 0.00939595 0.5995797 -0.004966049 0.8002445
201 20.837960 2 2.31401 -0.1330537 3.674536 0.009217503 0.5763448 -0.005220284 0.817138
202 20.941510 2 2.334484 -0.1342775 3.684488 0.01023813 0.5506237 -0.004403841 0.8346792
203 21.045020 2 2.35538 -0.1354284 3.696645 0.01232785 0.523103 -0.0050789 0.8521652
204 21.148370 2 2.374266 -0.1353432 3.708713 0.01595464 0.4938597 -0.006284958 0.8693725
205 21.251900 2 2.391169 -0.1357261 3.722396 0.01709951 0.4637554 -0.008967207 0.8857529
206 21.355440 2 2.40637 -0.1368234 3.737458 0.01697526 0.4328656 -0.01092605 0.9012324
207 21.459000 2 2.420791 -0.1370875 3.753547 0.01798824 0.4015018 -0.01168031 0.915607
208 21.562720 2 2.433908 -0.1382298 3.770414 0.01730536 0.3705733 -0.01156395 0.92857
209 21.666360 2 2.446594 -0.1386091 3.789879 0.01517687 0.3399959 -0.01134806 0.940236
210 21.770100 2 2.459326 -0.1397421 3.809696 0.01182709 0.3083052 -0.009677016 0.9511647
211 21.873950 2 2.468836 -0.1404827 3.829286 0.008466768 0.2774867 -0.009788183 0.9606423
212 21.977710 2 2.478089 -0.1411217 3.849885 0.005085751 0.2479001 -0.008417382 0.9687357
213 22.081440 2 2.486374 -0.1417766 3.871199 0.002112032 0.2205786 -0.009712117 0.9753186
214 22.185310 2 2.493603 -0.142489 3.892791 7.337869e-05 0.1960988 -0.01102159 0.9805222
215 22.289170 2 2.500323 -0.1430355 3.91542 -0.001715696 0.1749733 -0.01400498 0.9844721
216 22.393170 2 2.505835 -0.1434845 3.937086 -0.001434977 0.1567325 -0.01602254 0.9875101
217 22.497160 2 2.511267 -0.1436476 3.959576 -0.001468803 0.141017 -0.01700483 0.98986
218 22.601290 2 2.517299 -0.1437995 3.981703 -0.001106559 0.1290905 -0.01383105 0.9915357
219 22.705510 2 2.522514 -0.1440585 4.004288 -0.001157533 0.1210407 -0.01206336 0.9925736
220 22.809640 2 2.527299 -0.1444668 4.027194 -0.001265958 0.1144961 -0.01406929 0.9933233
221 22.913660 2 2.53149 -0.1445496 4.05055 -0.001628051 0.1096034 -0.01697109 0.9938292
222 23.017610 2 2.535694 -0.1448283 4.074237 -0.00146294 0.1066014 -0.02036152 0.9940923
223 23.121720 2 2.540157 -0.145348 4.098402 6.138827e-05 0.1053618 -0.02314591 0.9941645
224 23.225710 2 2.54555 -0.1455693 4.123446 0.001490564 0.1049197 -0.02341975 0.9942037
225 23.329700 2 2.550916 -0.1465444 4.148441 0.00275017 0.1060781 -0.02263869 0.9940963
226 23.433600 2 2.556636 -0.1465274 4.174149 0.006418504 0.1082576 -0.02138284 0.9938722
227 23.537560 2 2.562133 -0.1462776 4.20005 0.009233776 0.1102949 -0.02099241 0.9936343
228 23.641430 2 2.568163 -0.1474281 4.226885 0.008346241 0.1123922 -0.02384292 0.9933428
229 23.745190 2 2.57445 -0.1482826 4.25485 0.006163277 0.1152276 -0.02546902 0.9929934
230 23.848990 2 2.581395 -0.148932 4.282484 0.003857364 0.1175423 -0.0244949 0.9927582
231 23.952650 2 2.58929 -0.1495258 4.312458 0.00123872 0.1192079 -0.02219649 0.9926204
232 24.056420 2 2.596468 -0.150226 4.341658 -0.001180388 0.1212502 -0.02138812 0.9923908
233 24.160010 2 2.603304 -0.1502351 4.371716 -0.0009202203 0.1230824 -0.01909125 0.9922124
234 24.263960 2 2.611138 -0.1510992 4.401617 0.00034008 0.1233706 -0.01721808 0.9922112
235 24.367270 2 2.61925 -0.1516103 4.433719 0.003863132 0.1227488 -0.01646997 0.9922936
236 24.471000 2 2.626354 -0.1521105 4.464388 0.007195072 0.1223893 -0.01732803 0.9923048
237 24.574560 2 2.634035 -0.152505 4.496668 0.008991543 0.1212625 -0.01850401 0.9924073
238 24.678100 2 2.641896 -0.1530501 4.52953 0.007116802 0.1199335 -0.01806654 0.992592
239 24.781830 2 2.649829 -0.1538607 4.562562 0.00330326 0.1194207 -0.01642179 0.9927024
240 24.885470 2 2.657869 -0.1544716 4.596164 0.0004978974 0.118214 -0.01692357 0.9928438
241 24.989130 2 2.665015 -0.1554575 4.628141 0.0004926485 0.1169013 -0.01850409 0.992971
242 25.092670 2 2.672285 -0.1560562 4.662832 0.002633773 0.1158948 -0.02121277 0.9930314
243 25.196320 2 2.680118 -0.1565742 4.697288 0.005210186 0.11402 -0.02147861 0.9932326
244 25.299900 2 2.687839 -0.1571191 4.73232 0.006739062 0.1120234 -0.0206177 0.9934688
245 25.403640 2 2.696142 -0.1577824 4.768054 0.006307183 0.1097242 -0.01945935 0.9937515
246 25.507250 2 2.704094 -0.158686 4.804229 0.005311131 0.1081022 -0.01759431 0.9939699
247 25.610880 2 2.711871 -0.1595012 4.84031 0.00404491 0.1073946 -0.01731541 0.9940575
248 25.714630 2 2.720081 -0.1603309 4.876968 0.002900377 0.106677 -0.01577255 0.9941644
249 25.818220 2 2.72813 -0.1603472 4.915513 0.002815184 0.1068004 -0.01351206 0.9941847
250 25.921980 2 2.736279 -0.1609357 4.953248 0.002090787 0.106358 -0.01371955 0.994231
251 26.025680 2 2.744896 -0.1617826 4.98959 0.002825009 0.105995 -0.01620729 0.9942306
252 26.129230 2 2.752843 -0.1623155 5.027308 0.004342752 0.1062716 -0.01884323 0.9941491
253 26.232990 2 2.75996 -0.1634672 5.066725 0.004373922 0.1069516 -0.02357633 0.993975
254 26.336550 2 2.767539 -0.1644314 5.104836 0.00362362 0.1086113 -0.02666501 0.99372
255 26.440340 2 2.776015 -0.165257 5.143642 0.002641213 0.110089 -0.02796923 0.9935246
256 26.544050 2 2.784425 -0.1661254 5.181893 0.002907345 0.1113139 -0.02824961 0.9933794
257 26.647670 2 2.793228 -0.1671724 5.219112 0.004298004 0.1121955 -0.02739215 0.9932992
258 26.751260 2 2.802502 -0.167786 5.257546 0.004116002 0.1127386 -0.02416896 0.9933222
259 26.854880 2 2.813159 -0.1689542 5.300268 0.004963506 0.1125604 -0.02043492 0.9934223
260 26.958500 2 2.821866 -0.1699976 5.339515 0.005195588 0.1135732 -0.02012507 0.9933122
261 27.062230 2 2.831109 -0.1710107 5.376775 0.003497879 0.1140668 -0.02168123 0.9932303
262 27.165870 2 2.83978 -0.171895 5.415996 0.0005208112 0.1147677 -0.02326719 0.9931197
263 27.269470 2 2.847459 -0.1729463 5.452742 -0.002014242 0.1152192 -0.02501085 0.9930232
264 27.373230 2 2.856129 -0.1739598 5.491075 0.001248825 0.1159876 -0.02460396 0.9929451
265 27.476870 2 2.865323 -0.1746392 5.526943 0.008702706 0.1155969 -0.02137696 0.993028
266 27.580440 2 2.874652 -0.1757036 5.564454 0.01346396 0.1153335 -0.01975376 0.9930391
267 27.684070 2 2.883785 -0.1763849 5.60308 0.009283781 0.1147254 -0.01876049 0.9931767
268 27.787700 2 2.893046 -0.1776003 5.64171 -0.001033834 0.1140575 -0.0166337 0.9933344
